label,text,answer
LITERATURE,"""In 2001 this novelist & short story writer's """"We Were the Mulvaneys"""" was chosen for Oprah's Book Club""",Joyce Carol Oates
SCIENCE,"Of copper, iron or aluminum, the one that would be most attracted to a magnet",iron
MUSIC,The Eagles mention amenities like champagne on ice & a flexible check-out time at this title place,the Hotel California
LITERATURE,"""In the 6th century B.C., Greeks used his """"Iliad"""" & """"Odyssey"""" as textbooks""",Homer
HISTORY,"""The only part of the U.K. occupied by the Germans in WWII; the French call them Iles Normandes""",the Channel Islands
LITERATURE,"""In """"Uncle Tom's Cabin"""", Evangeline St. Clair is better known by this nickname""",Little Eva
LITERATURE,"""James Michener's """"Centennial"""" centers on a fictional town in this state""",Colorado
LITERATURE,"""He wrote """"The Snow Man"""", """"The Snowdrop"""", """"The Ice Maiden"""" & """"The Snow Queen""""""",Hans Christian Andersen
MUSIC,"""Yes, """"Sir"""": Robert Goulet played him in """"Camelot"""" & Hank Azaria played him in """"Spamalot""""""",Sir Lancelot
HISTORY,This Public Enemy No. 1 robbed Midwestern banks until 1934 when he was done in by the Woman in Red,John Dillinger
HISTORY,This city on the Columbia River traces its origins to a fur-trading post established by a certain John Jacob's men,Astoria
HISTORY,"In 1920 the Red Army finally defeated the anti-Communists, known by this colorful name",The Whites
LITERATURE,"""The defense of Douglas Castle in 1306 is the subject of this Edinburgh native's 1832 novel """"Castle Dangerous""""""",Sir Walter Scott
HISTORY,"In the 1840s a type of fungus wiped out these in Ireland, leading to widespread famine",Potatoes
SCIENCE,"Invasion biology studies species like the brown tree this reptile, which wiped out 9 of Guam's 11 native bird species",snakes
MUSIC,"""Love themes from """"St. Elmo's Fire"""", """"A Star Is Born"""" & this 1972 Coppola classic have been Top 40 hits""",The Godfather
LITERATURE,"""This Jane Austen novel begins, """"The family of Dashwood had been long settled in Sussex""""""",Sense and Sensibility
GEOGRAPHY,"The largest lake in the western U.S., it's fed by freshwater streams but has a heavy saline content",the Great Salt Lake
LITERATURE,"Almost 60, John Steinbeck set out in search of America with his dog & chronicled the adventure in this book",Travels with Charlie
MUSIC,"""The title of a 2005 album by The White Stripes is """"Get Behind Me"""" you""",Satan
LITERATURE,"""Her fourth novel, """"The Temple of My Familiar"""", featured several characters from """"The Color Purple""""""",Alice Walker
MUSIC,This Austrian child prodigy began composing minuets when he was only 5,Wolfgang Amadeus Mozart
LITERATURE,Flaubert led this movement in French literature also called naturalism,realism
LITERATURE,"""In 1990 he reissued """"The Stand"""" with nearly 500 more pages than the original""",Stephen King
SCIENCE,This space station turned 10 in February 1996,Mir
LITERATURE,Name shared by the 3 billy goats who met up with the wicked old troll,Gruff
MUSIC,"""This waltz composer's """"Blue Danube Waltz"""" is featured in the ballet """"Le Beau Danube""""""",Johann Strauss
MUSIC,"Though at birth his first name was spelled Fryderyk, he preferred the French spelling Frederic",Chopin
SCIENCE,Psychopathia Sexualis author Krafft-Ebing found the link between this disease & the mental decay called paresis,syphilis
MUSIC,"""42 members of the London Symphony are heard in """"A Day In The Life"""" on this Beatles album""",Sgt. Pepper's Lonely Hearts Club Band
GEOGRAPHY,The Libyan desert strays from Libya into these 2 eastern neighbors,Egypt & The Sudan
HISTORY,Thomas Morton angered the Puritans when he put up a giant one of these for a spring celebration with merrymaking,a maypole
LITERATURE,Jack Kerouac's 1957 novel about the adventures of Dean Moriarty & friends as they travel the U.S.,On The Road
HISTORY,"First name of Mr. Handwerker, who opened a hot dog stand in Coney Island in 1916",Nathan
LITERATURE,"""He dedicated """"Moby Dick"""" to his friend Nathaniel Hawthorne""",Herman Melville
LITERATURE,"Paul Riesling, this Sinclair Lewis realtor's one true friend, shoots his wife & is sent to prison",George Babbitt
HISTORY,"After the Royal Family fled to this country in 1807, it became the only one in South America from which a European country was ruled",Brazil
HISTORY,"This grandfather of Charlemagne nailed the Moors at the Battle of Tours in 732, checking their advance",Charles Martel
SCIENCE,"""Coined by the chemist J.B. van Helmont, the word gas comes from this Greek word meaning """"unformed mass""""""",chaos
MUSIC,"Of the woodwinds in a standard symphony orchestra, it's the closest to the size of the person playing it",the bassoon
LITERATURE,James Hilton novel in which Mr. Ralston suggests that Mr. Chipping resign,Goodbye Mr. Chips
LITERATURE,Thing One & Thing Two are characters in this 1957 Seuss classic,The Cat in the Hat
LITERATURE,The Adventures of Tom Sawyer is set in the town of St. Petersburg in this state,Missouri
MUSIC,His son Wolfgang Jr. was a pupil of Salieri,Mozart
MUSIC,Sutton Foster won a Tony for playing the title flapper in this musical based on a Julie Andrews film,Thoroughly Modern Millie
HISTORY,The city of Palenque flourished from 600 to 900 during this North American civilization's classic era,Mayans
HISTORY,"The earliest humans in Gabon are believed to be the Babinga, a branch of these small-in-stature people",Pygmies
LITERATURE,"""Title of Tom Wolfe's 1979 book about men he described as """"single-combat warriors""""""",The Right Stuff
MUSIC,"This sound, like that made by plucking a guitar, is the title of a 2009 album by George Strait",twang
LITERATURE,Francois le Champi is an 1848 novel by this woman who liked to wear men's clothes,George Sand
HISTORY,"In 1663 John Eliot's translation of this, both the old & new parts, appeared in Algonquin",The Bible
HISTORY,In January 1793 France's national convention voted 387 to 334 to have him guillotined,Louis XVI
SCIENCE,"A mysterious material with the formula Mo<sub>5</sub>O<sub>14</sub>, made of oxygen & this metal, gives solutions a blue tint",molybdenum
LITERATURE,"In this poem, there are two out, two on base, and the score is:  Opponents, 4 Mudville, 2",Casey at the Bat
LITERATURE,"""Sandburg wrote that it """"sits looking over harbor and city on silent haunches and then moves on""""""",The Fog
MUSIC,In the 1970s this singer from Butcher Holler teamed with Conway Twitty for 5 No. 1 hits,Loretta Lynn
GEOGRAPHY,"""The ancient poets of India called this longest river of Pakistan """"King River""""""",Indus
HISTORY,"In 1851 Stonewall Jackson became an instructor at VMI, this school",Virginia Military Institute
HISTORY,"In a 1990s novel, Stephanie Barron had the sense & sensibility to turn this author into a sleuth",Jane Austen
MUSIC,"""This """"Red-Headed Stranger"""" wrote """"Crazy"""" for Patsy Cline""",Willie Nelson
HISTORY,Memorable battleship of 1898 (5),the USS Maine
HISTORY,"""In 1944 this """"Desert Fox"""" was implicated in a plot to kill Hitler; actually, that's just aggressive-aggressive""",Rommel
MUSIC,"July 3, 1971 in Paris",Jim Morrison
GEOGRAPHY,At one point this state is less than 2 miles wide between its borders with Pennsylvania & West Virginia,Maryland
SCIENCE,In 1993 Eugene & Carolyn Shoemaker & David Levy discovered a highly fragmented one of these,Comet
SCIENCE,An analogy: moth is to caterpillar as frog is to this,tadpole
GEOGRAPHY,"On this sea, an arm of the Mediterranean, you'll find Rimini & Ravenna, Italy & Rijeka, Croatia",Adriatic
HISTORY,"""On May 20, 1927, according to the New York Times, he said, """"'So long' as if he were off on an automobile trip""""""",Lindbergh
LITERATURE,"""The last chapter of this Charlotte Bronte novel begins with the words """"Reader, I married him""""""",Jane Eyre
LITERATURE,"""He's won 2 Nat'l Book Awards: for """"Goodbye, Columbus"""" in 1960 & for """"Sabbath's Theater"""" 35 years later""",Philip Roth
LITERATURE,Her first novel was written in collaboration with another author using the joint pseudonym Jules Sand,George Sand
SCIENCE,"""Prone to volcanoes & earthquakes, the """"Ring of Fire"""" borders this ocean""",Pacific Ocean
HISTORY,"""Jean Stapleton played this towering American on the big screen in """"Eleanor, First Lady of the World""""""",Eleanor Roosevelt
GEOGRAPHY,The Valley of the Sun is the locale of this state capital,Phoenix
SCIENCE,Inhaling & exhaling result from the contraction of this muscle at the floor of the chest cavity,diaphragm
MUSIC,"""In """"Carousel"""" this amusement park barker talks to Julie Jordan about marriage & she sings """"If I Loved You""""""",Billy Bigelow
MUSIC,"""The Four Seasons is this type of """"music"""" that doesn't go with a TV show but expresses a non-musical idea""",programmed music
MUSIC,Sir James Galway,a flute
SCIENCE,"Most spiders have 6 of these short, fingerlike organs with which to create silk",spinnerets
MUSIC,"""This Ontario rocker ruled the '80s with hits like """"Cuts Like A Knife""""""",Bryan Adams
GEOGRAPHY,Honolulu is on this Hawaiian island,Oahu
MUSIC,"""This baroque composer must have been in a fugue state when he wrote his """"giant fugue"""" in 1739""",Johann Sebastian Bach
MUSIC,I insist on a flea collar (& lots of Whiskas in my dressing room) when I play Rumpleteazer in this musical,Cats
LITERATURE,"""His monumental collection """"La Comedie Humaine"""" encompasses about 90 novels & stories""",Honore De Balzac
GEOGRAPHY,"""In """"Daisy Miller"""", Henry James calls this Swiss city """"the little metropolis of Calvinism""""""",Geneva
LITERATURE,"""This Hemingway novel about the """"Lost Generation"""" is told from the viewpoint of Jake Barnes""",The Sun Also Rises
MUSIC,"Often played with drums, it's held horizontally, has 6 finger holes & was developed in Switzerland",the fife
SCIENCE,"(Jimmy of the clue crew gives the clue from the Gatorade Sports Science Institute in Barrington, IL) High performance liquid chromatography can be used to separate sucrose into its monosaccharide components of fructose and this sugar that's a primary fuel for muscle cells",glucose
MUSIC,"""Bessie Smith's music is heard in the sultry revue of this style """"in the Night""""""",Blues
SCIENCE,From the Big Bang to Black Holes is the subtitle of this landmark book by physicist Stephen Hawking,A Brief History of Time
SCIENCE,It seems Venezuelan monkeys have a repellent for these: they rub millipedes into their fur,Mosquitos
MUSIC,"The clarinet is a single-this type of woodwind instrument, Rex",a reed
LITERATURE,"""In 1995 this author published his long-awaited sequel to """"Forrest Gump"""", called """"Gump & Co.""""""",Winston Groom
MUSIC,"""You Are Love, """"Ol' Man River""""""",Showboat
MUSIC,A fair-haired law student is the heroine of the musical based on this 2001 Reese Witherspoon film,Legally Blonde
HISTORY,In 1863 Napoleon III persuaded this Archduke to become Emperor of Mexico,Maximilian
MUSIC,"""His play about Mrs. Warren could become """"Best Little Whorehouse in Europe""""""","""George Bernard Shaw (""""Mrs. Warren's Profession"""")"""
SCIENCE,This unit of pressure is equal to about 14.7 pounds per square inch or 1 bar,one atmosphere
HISTORY,"Coined by a 9-year-old circa 1940, it's a 1 followed by 100 zeros",a googol
MUSIC,"""This composer of such film scores as """"Star Wars"""" has also written a symphony & a violin concerto""",John Williams
SCIENCE,"By definition, it's what a carnivore eats",meat
SCIENCE,"In 1861 Eduard Suess, proposer of the concept of Gondwanaland, became professor of this at the U. of Vienna",geology
HISTORY,"Term for the women of the 1920s who wore bobbed hair, short dresses & long strings of beads",flappers
GEOGRAPHY,In 1995 this country marked 20 years of reunification & the U.S. restored full diplomatic ties,Vietnam
HISTORY,"This ex-British PM announced in 1963 he wouldn't run again for Parliament, to which he was first elected in 1900",Winston Churchill
MUSIC,"""Berlin Stories & """"I am a Camera""""""",Cabaret
SCIENCE,"Subjects in the Milgram obedience experiment obediently agreed to administer these to others, who simulated pain",Electric shocks
MUSIC,"""From the Italian for """"big"""", it's a concerto for an orchestra & a group of instrumental soloists""",(concerto) grosso
GEOGRAPHY,"""In the mid-19th century the Sultan of Zanzibar established Dar es Salaam, which means """"haven of"""" this""",Peace
LITERATURE,"""Not only could this nursery rhyme character """"eat no fat"""", he had a cat with only one hair""",Jack Sprat
HISTORY,"The world's first pure food & beverage law, one pertaining to beer, was proclaimed by the Duke of this region in 1516",Bavaria
HISTORY,"African Americans, 13% of the U.S., were nearly twice that percentage of U.S. troops in this 1990-91 war",the First Gulf War
MUSIC,"""This British group's 1979 album """"The Wall"""" included the hit single """"Another Brick in the Wall""""""",Pink Floyd
HISTORY,"This 100-passenger plane's final commercial flight took place on Oct. 24, 2003",the Concorde
LITERATURE,"This series by Balzac intertwines almost 100 works & over 2,000 characters",The Human Comedy
MUSIC,"""This single-named """"Konvicted"""" singer moved to the U.S. from Senegal when he was 7""",Akon
LITERATURE,"""Encyclopedia Britannica calls his """"The Hunting of the Snark"""" """"nonsense literature of the highest order""""""",Lewis Carroll
HISTORY,Date during WWII on which the Allies put Operation Overlord into action,"June 6, 1944 (D-Day)"
HISTORY,Babylon was united in the 18th century B.C. under this Amorite king best known for his legal pronouncements,Hammurabi
HISTORY,"Unlike modern computers that use microprocessors, ENIAC used 18,000 of these tube to process data",vacuum tubes
MUSIC,"""One of these """"critters"""" is a hidden electronic listening device used in spying on others""",bug
SCIENCE,"The largest living reptile is probably the saltwater species of this animal, which may weigh more than a ton",Crocodile
HISTORY,"""This American symbol is said to come from a N.Y. butcher who stamped his army supplies """"U.S."""" in the War of 1812""",Uncle Sam
GEOGRAPHY,Lutzelburg is an old name for the capital of this grand duchy,Luxembourg
MUSIC,"""(VIDEO DAILY DOUBLE): """"(Hi, I'm Carol Burnett) I made my Broadway debut in this musical based on a fairytale""""""",Once Upon A Mattress
LITERATURE,"""He created Mike Hammer & played the part in the 1963 film """"The Girl Hunters""""""",Mickey Spillane
HISTORY,"Briefly, in 1945, Karl Doenitz succeeded this man as Fuhrer of Germany",Hitler
GEOGRAPHY,"Ajman, Abu Dhabi & Dubai are 3 of this nation's 7 autonomous states",United Arab Emirates
HISTORY,"She dumped her husband around 1902 & embarked on a life of lustful liaisons, nearly-nude dancing & spying",Mata Hari
LITERATURE,"""Ford Madox Ford's 4-novel series """"Parade's End"""" is set during & after this war in which Ford himself was shell-shocked""",World War I
GEOGRAPHY,The highest point on Iwo Jima lies at the summit of this extinct volcano,Mount Suribachi
HISTORY,In 1804 this man crowned himself Emperor of France,Napoleon
LITERATURE,"""His stores include """"The Man Who Was"""" and """"The Man Who Would Be King""""""",Rudyard Kipling
HISTORY,"""On May 6, 1937 Herb Morrison described its demise on the radio saying, """"It's burning, bursting into flames""""""",the Hindenburg
GEOGRAPHY,The Swedish island Gotland lies in this sea,the Baltic Sea
GEOGRAPHY,In 1990 it was the seat of the German federal government,Bonn
HISTORY,The 1st recorded date in Greek history was equivalent to 776 B.C. when these began,the Olympics
HISTORY,"""In """"Sahara"""", set in this war, German soldiers attack Humphrey Bogart at a desert oasis""",World War II
GEOGRAPHY,Largest country entirely in Europe,France
LITERATURE,"""This author of """"Shogun"""" called himself a """"half-Irish Englishman...born in Australia""""""",James Clavell
LITERATURE,"""This """"Ragtime"""" author's initials stand for Edgar Laurence""",E.L. Doctorow
SCIENCE,"Georg Grotefend bet some drinking companions that he could decipher this wedge-shaped system of writing, & did in 1802",cuneiform
LITERATURE,"""The Autobiography of Malcolm X was """"told to"""" this deeply rooted author""",Alex Haley
MUSIC,"""Julie Andrews sings """"A Spoonful Of Sugar"""" in this movie""",Mary Poppins
HISTORY,This labor union whose members forge Fords left the AFL-CIO in 1968 but rejoined in 1981,UAW (United Auto Workers)
GEOGRAPHY,In 1949 the Ainu people were expelled from this largest Russian island & relocated to Hokkaido,Sakhalin
HISTORY,"The NKVD, which liquidated its own first 2 chiefs in the 1930s, developed into this group in 1954",the KGB
SCIENCE,"The Earth is surrounded by the magnetosphere, which is shaped by this particle stream",solar wind
LITERATURE,This dystopian Anthony Burgess novel was brought to the big screen by Kubrick in 1971,A Clockwork Orange
SCIENCE,"""An empty Goodyear blimp weighs over 12,000 lbs.; when they fill it with this gas, it weighs only 100 to 200 pounds""",helium
LITERATURE,"""A terrible beauty is born, this Irishman wrote on """"Easter, 1916""""""",(William Butler) Yeats
MUSIC,"""This Hungarian wrote two program symphonies based on literature, """"Faust"""" & """"Dante""""""",Liszt
MUSIC,"""The ballet called """"Viva"""" this composer features variations on """"La Traviata""""""",Verdi
MUSIC,"""If someone showed you his """"Fender Stratocaster"""", you'd be looking at one of these""",Guitar
SCIENCE,He invented carbonated water as a byproduct of his investigations into the chemistry of air,Joseph Priestley
HISTORY,In 1981 Wojciech Jaruzelski established martial law in this country & outlawed Solidarity,Poland
LITERATURE,Sir Calidore pursues the Blatant Beast in Book VI of this Spenser work,The Faerie Queene
GEOGRAPHY,This river flows through the District of Columbia,the Potomac
LITERATURE,"""In 1967 Gabriel Garcia Marquez became world famous in publication of his """"One Hundred Years of"""" this""",Solitude
LITERATURE,"""He dedicated his novel """"Myra Breckenridge"""" to novelist & playwright Christopher Isherwood""",Gore Vidal
HISTORY,"""Karl led the first of these Marxist organizational efforts; the second one began in 1889""",the International
SCIENCE,"The coelacanth, thought to be extinct until one was caught in 1938, is this type of creature",Fish
HISTORY,The Hebrew kingdom split into Judah & Israel after the death of this king,Solomon
GEOGRAPHY,Francisco de Ortega is credited with discovering this strait leading into San Francisco Bay,Golden Gate
MUSIC,"""Richard Strauss' """"Also Sprach Zarathustra"""" was most memorably used in this 1968 film""",2001: A Space Odyssey
LITERATURE,One of the 2 Erskine Caldwell novels of the 1930s that were censored for their portrayals of poor whites,Tobacco Road (or God's Little Acre)
LITERATURE,In 2000 Turkish author Andrew Mango published a new biography of this founder of modern Turkey,Mustafa Kemal Ataturk
HISTORY,"These 2 Texans, gunned down on May 23, 1934, weren't nearly as good-looking as Faye & Warren",Bonnie Parker & Clyde Barrow
HISTORY,In 1829 journalist John Russwurm gave up on abolitionism & left the U.S. for this independent African nation,Liberia
MUSIC,"""The Beatles: """"___ Fields Forever""""""",Strawberry
GEOGRAPHY,This gulf between Sweden & Finland is the largest arm of the Baltic Sea,Gulf of Bothnia
SCIENCE,A deuterium atom is a hydrogen atom that has this keeping its proton company in the nucleus,a neutron
HISTORY,John Poindexter's conviction for his role in this scandal was overturned in 1991,the Iran-Contra affair
GEOGRAPHY,"At its widest north-south point, this large sea stretches 1,000 miles from Libya in Africa to Croatia in Europe",Mediterranean Sea
SCIENCE,"Like you, dicotyledonous plants have a network of these, but theirs carry food & water",veins
HISTORY,In 1534 this king began a reassertion of English influence in Ireland,Henry VIII
HISTORY,"In 1869 it cut the travel distance between London & Bombay by over 4,000 miles",the Suez Canal
SCIENCE,"On January 3, 2004 a spacecraft named Spirit successfully landed in Gusev Crater here to search for life",Mars
MUSIC,Legend says this musical was inspired by Lunt & Fontanne's backstage bickering during a Shakespeare play,"Kiss Me, Kate"
MUSIC,"One of the greatest tenors ever, he made his last appearance at the Met December 24, 1920",Enrico Caruso
HISTORY,Pres. Wilson founded this world organization which America never joined,the League of Nations
SCIENCE,The Weddell species of this sea mammal can stay underwater for over 40 minutes,a seal
MUSIC,"""Isaac Stern was overwhelmed at how well Meryl Streep learned to play this for her film """"Music of the Heart""""""",a violin
HISTORY,In 2005 a single sapling was planted at an army barracks in Australia to mark the 90th anniversary of this battle,Gallipoli
MUSIC,"""This """"good girl gone bad"""" was discovered when a music producer heard her while on vacation in Barbados""",Rihanna
MUSIC,"""Billy Corgan of this band that won seven 1996 MTV Video Awards was quoted, """"Videos kind of ruin the song""""""",Smashing Pumpkins
SCIENCE,Automaton is sometimes just a fancy name for one of these mechanical beings,a robot
MUSIC,"""A stray bullet ends the life of Eponine in this epic musical (don't """"Mis"""" it!)""",Les Miserables
HISTORY,The Cajuns migrated to Louisiana from there,Nova Scotia
SCIENCE,"It describes objects through which light can pass, but through which you can't see clearly",Translucent
MUSIC,"On December 11, 1987, it was designated as the national march of the United States","""\""""Stars and Stripes Forever\"""""""
MUSIC,Mufasa & Nala,The Lion King
HISTORY,"The only state Reagan didn't carry in 1984 was this one, Mondale's home state",Minnesota
LITERATURE,"""He wrote about Polish life in """"Poland"""" & the history of South Africa in """"The Covenant""""""",James Michener
GEOGRAPHY,Under Darius I the capital of this empire was moved from Pasargadae to Persepolis,Persian Empire
GEOGRAPHY,George Vancouver named this Washington state mountain for a friend in the British navy,Mt. Rainier
LITERATURE,"Born Dorothy Rothschild, this noted wit began her literary career with a poem published in Vanity Fair",Dorothy Parker
MUSIC,"""Huey Lewis & The News sang, """"They say"""" this """"is still beating, and from what I've seen I believe 'em""""""",The Heart of Rock & Roll
MUSIC,Yours Truly's Good-Looking Wife,My Fair Lady
LITERATURE,Title occupation of Caleb Carr's Dr. Laszlo Kreizler,The Alienist
HISTORY,"The two 3-letter words applied to those for & against the 18th Amendment, & states with differing laws on the issue",dry & wet
GEOGRAPHY,"This Great Lake's deepest point, 1330 feet, lies about 50 miles north of Michigan's Upper Peninsula",Lake Superior
HISTORY,In 1804 this city changed from the capital of the colony of St.-Domingue to the capital of Haiti,Port-au-Prince
MUSIC,"""He followed """"The Twist"""" with """"Let's Twist Again"""" & """"Slow Twistin'""""""",Chubby Checker
MUSIC,"""Dionne Warwick's """"That's What Friends Are For"""" was knocked out of No. 1 by this first cousin's """"How Will I Know?""""""",Whitney Houston
SCIENCE,An analysis of seawater shows that about 78% of the total solids are this one mineral,salt (NaCl)
LITERATURE,"""When Victor Hugo began writing this novel, its working title was """"Miseres""""""",Les Misérables
HISTORY,In September 1847 this general led the American troops that captured Mexico City,Winfield Scott
GEOGRAPHY,Nordkapp on this country's Mageroya Island is one of Europe's most northerly points,Norway
MUSIC,Harvey Keitel agrees to deliver the title instrument to Holly Hunter in this 1993 film,The Piano
GEOGRAPHY,"Guyana shares the Acarai Mountains with this nation, its largest neighbor",Brazil
GEOGRAPHY,These 2 rivers meet north of the city of Basra,the Tigris & Euphrates
SCIENCE,He was just trying to make things glow in the dark when he discovered X-rays in 1895,Wilhelm Roentgen
LITERATURE,"In a 1719 sequel, he & his manservant revisit the island where he was shipwrecked",Robinson Crusoe
LITERATURE,"""Though written in 1906, her story of """"The Sly Old Cat"""" wasn't published until 1971""",Beatrix Potter
LITERATURE,Muhammad Yamin was one of the great poets of this largely Islamic island republic,Indonesia
HISTORY,"Margaret Brent, America's first woman barrister, was executor of the will of this colony's governor Leonard Calvert",Maryland
SCIENCE,"Developed by British inventor John Starley, the safety bicycle features these of equal size",wheels
SCIENCE,Jameson Irish Whiskey gains its golden hue thanks partly to this acid that also helps give leather its color,tannic acid
SCIENCE,"Normally, the periods of this type of sleep are short early in the night, then lengthen",REM sleep
LITERATURE,This creator of Willy Wonka wrote in a hut whose decor included bits of his own spine from an operation,Roald Dahl
SCIENCE,"""The Celsius temperature scale is also called this, meaning """"divided into one hundred parts""""""",centigrade
MUSIC,"""A successful songwriter & producer, she had """"criminal"""" success with her debut album """"Supa Dupa Fly""""""","""Missy """"Misdemeanor"""" Elliott"""
LITERATURE,"""J.P. Marquand, who won a Pulitzer for """"The Late George Apley,"""" created this Japanese spy/detective""",Mr. Moto
GEOGRAPHY,Talladega Superspeedway,Alabama
MUSIC,"""Act I of this 1997 """"Best Musical"""" features an opening sequence titled """"The Launching""""""",Titanic
LITERATURE,"""Number preceding John Dos Passos' """"Soldiers"""" & Dumas' """"Musketeers""""""",3
LITERATURE,"""The """"Renaissance"""" Countee Cullen helped lead, or the area where he married W.E.B. Du Bois' daughter in 1928""",the Harlem Renaissance
LITERATURE,"""Herman Wouk won a 1952 Pulitzer Prize for this """"novel of World War II""""""",The Caine Mutiny
HISTORY,"Last name of siblings Daniel, John & Elisha, who took over dad's clothing store in 1850",Brooks
SCIENCE,"Usually seen daily by most people, it produces 3.83 x 10<sup>26</sup> watts of power in the form of light",the sun
LITERATURE,"The Ponchantantra, a collection of Indian animal fables, was originally written in this classic language",Sanskrit
SCIENCE,"In the 1970s sign language was taught to Koko the gorilla & Washoe, one of these",chimpanzee
LITERATURE,This 1712 poem was based on the true story of a lord cutting a curl from Arabella Fermor's hair,The Rape of the Lock (by Alexander Pope)
LITERATURE,"""In an 1854 poem Tennyson asked her to """"Come Into The Garden""""""",Maud
MUSIC,Green Grow the Lilacs,Oklahoma!
SCIENCE,"""He originated """"The Origin of Species""""""",Charles Darwin
HISTORY,The No. 1 TV program in 1979 was this CBS News program that's still on the air,60 Minutes
LITERATURE,"""On New Year's Eve we should give thanks to this Scottish poet for his """"Auld Lang Syne""""""",Robert Burns
HISTORY,Lise Meitner made atomic energy possible with her 1938 co-discovery of this nuclear process,Nuclear fission
HISTORY,In 1819 Spain agreed to turn this territory over to the U.S.,Florida
GEOGRAPHY,"With less than 10% of the world's population, this continent creates more than 1/3 of its manufactures",North America
SCIENCE,This element used in advertising signs was first separated from other inert gases in 1898,Neon
HISTORY,In 1689 William III & this queen ascended the British throne & accepted Parliament's Bill of Rights,Mary
MUSIC,"""This '60s """"White Rabbit"""" band mutated into Starship in the 80s""",Jefferson Airplane
MUSIC,Anne Sofie von Otter is a noted one of these voices between soprano & alto,a mezzo-soprano
LITERATURE,"""This Swedish girl's """"hair, the color of a carrot, was braided in two tight braids that stuck straight out""""""",Pippi Longstocking
MUSIC,"""This """"demon barber"""" had his victims baked into pies (no one could accuse him of good taste)""",Sweeney Todd
SCIENCE,"Although its title is a holiday, this 1996 Will Smith film went into general release one day before that holiday",Independence Day
MUSIC,A girl who works for a telephone answering service gets involved in her clients' problems,Bells are Ringing
MUSIC,"""In the summer of 2002 this Canadian teen made her debut with the hit song """"Complicated""""""",Avril Lavigne
GEOGRAPHY,"It's the lowest, flattest & smallest continent",Australia
LITERATURE,"""One contributor to """"Knickerbocker"""" magazine was this author, who used Knickerbocker as a pseudonym""",Washington Irving
MUSIC,"Nominated for 5 Tonys, this 1996 musical based on a film boasted a memorable dance on a giant piano keyboard",Big
MUSIC,"""His quartet's 1959 LP """"Time Out"""" featured the classic hit """"Take Five""""""",(Dave) Brubeck
HISTORY,"In June 38 A.D. this third Roman emperor had his dead sister Drusilla deified, the first Roman woman so honored",Caligula
HISTORY,This man for whom a car is named previously worked for Daimler-Benz & designed the Volkswagen,Ferdinand Porsche
MUSIC,Vaughan Williams is among composers who wrote music for Larry Adler to play on this instrument,Harmonica
SCIENCE,"Today, there are only 2 continental glaciers: one on Greenland & one on this continent",Antarctica
HISTORY,In the 20th C. cortisone joined coal tar & sulfur as a treatment for this flaking of skin from the scalp,Dandruff
SCIENCE,"In the electromagnetic spectrum, these rays fall between x-rays & visible light",Ultraviolet rays
LITERATURE,"""Nordhoff & Hall's 1934 """"Men Against the Sea"""", the story of Bligh & his men in an open boat, was a sequel to this""",Mutiny on the Bounty
HISTORY,Most early American pioneers wore clothing made of this material that was part linen & part wool,Linsey-Woolsey
LITERATURE,"""Langston Hughes translated this Spaniard's """"Gypsy Ballads"""" of 1928 into English""",Federico Garcia Lorca
HISTORY,Hernando Cortes conquered the Aztecs & Francisco Pizarro conquered this Indian empire,Incan
SCIENCE,"After the African freshwater cichlid lays its eggs, it picks them up & incubates them in this",its mouth
LITERATURE,"""He wrote comic book stories for """"Captain America"""" & """"Captain Marvel"""" before hitting it big with """"I, the Jury""""""",Mickey Spillane
HISTORY,It's the war that was opposed by some Copperheads,Civil War
GEOGRAPHY,"""It's the oldest city in Kansas; a federal penitentiary lies within the city limits""",Leavenworth
LITERATURE,"""Poet who wrote the immortal, """"when the world is mud-luscious the little lame balloonman whistles far and wee""""""",E.E. Cummings
SCIENCE,"John Roebling designed this bridge across the East River, the oldest suspension bridge in NYC",The Brooklyn Bridge
HISTORY,1 of the 3 former Soviet satellites that joined NATO in 1999,"(1 of 3) Czech Republic, Hungary, or Poland"
LITERATURE,"This poet's birthplace in Galesburg, Ill. displays a first edition of his Lincoln biography",Sandburg
HISTORY,"Scholars label Old Persian royal inscriptions X for Xerxes, C for Cyrus & D for him",Darius
MUSIC,It had to happen: this 1962 classic in which Bette Davis tormented Joan Crawford became a musical in 2002,Whatever Happened to Baby Jane?
HISTORY,This European capital was divided in 1948 & not reunified until 1990,Berlin
LITERATURE,Edgar Masters' middle name,Lee
MUSIC,Carl H. Severinsen,Doc
SCIENCE,"""In the 1950s she studied Tanzanian rock paintings that formed the basis of her later book """"Africa's Vanishing Art""""""",Mary Leakey
HISTORY,"As a result of the 1929 Lateran Treaty with Italy, it became an independent nation",Vatican City
LITERATURE,"In this Dante work, the poet is given a tour through hell, purgatory & paradise",The Divine Comedy
LITERATURE,In the 1600s Basho wrote a famous hard-to-translate haiku about this creature jumping into a pond,a frog
MUSIC,In 1967 Cindy Birdsong replaced Florence Ballard in this trio,The Supremes
HISTORY,In 1954 this organization headed by Allen Dulles helped overthrow the government of Guatemala,CIA (Central Intelligence Agency)
LITERATURE,"""Fitzgerald's translation of """"The Rubaiyat of Omar Khayyam"""" is quite enthused about """"this forbidden"""" drink""",wine
